Tarih,İzmir,Aliağa,Çeşme,Bergama,Manisa,Akhisar,Salihli,Çiğli,Menderes,Alaşehir,Demirci,Güzelyalı,Kula,Ödemiş,Soma,Urla,Unnamed: 17
2021-07-29 16:00:00,798.127,795.658,798.108,794.467,797.362,791.537,791.718,794.814,801.47,797.215,801.838,798.127,798.519,813.009,792.981,797.202,
2021-07-29 17:00:00,617.502,616.848,619.797,615.062,616.348,608.502,607.75,614.613,620.67,611.495,615.3,617.502,612.307,625.43,612.046,617.865,
2021-07-29 18:00:00,476.305,477.314,479.552,476.113,474.963,467.36,465.417,474.15,478.919,466.908,471.337,476.305,467.287,480.598,471.811,477.475,
2021-07-29 19:00:00,291.467,294.02,295.903,293.428,290.083,283.489,280.332,290.502,293.114,279.269,283.732,291.467,279.2,290.957,288.398,293.555,
2021-07-29 20:00:00,120.391,123.433,125.782,123.147,119.223,114.498,110.778,120.807,120.843,107.946,111.29,120.391,107.605,115.504,118.779,123.104,
2021-07-29 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-29 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-29 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-30 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-30 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-30 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-30 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-30 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-30 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-30 07:00:00,29.789,30.058,25.198,32.602,31.908,35.348,35.598,29.125,29.689,38.013,41.242,29.789,39.316,35.939,34.573,27.536,
2021-07-30 08:00:00,181.583,181.287,170.156,186.315,185.672,192.089,192.777,178.819,182.521,199.805,207.63,181.583,202.959,199.68,189.96,176.253,
2021-07-30 09:00:00,361.115,359.9,346.585,365.076,365.525,371.995,373.406,356.882,363.132,383.155,393.049,361.115,387.161,386.705,369.313,354.596,
2021-07-30 10:00:00,546.198,544.119,530.921,548.327,550.324,555.685,558.133,541.284,548.92,569.174,579.798,546.198,573.495,575.917,553.09,539.612,
2021-07-30 11:00:00,721.789,718.955,707.615,721.532,725.295,728.75,732.254,716.818,724.89,743.42,753.781,721.789,747.634,752.831,726.616,715.929,
2021-07-30 12:00:00,844.049,840.423,831.858,841.756,847.274,848.537,852.215,839.14,847.409,862.835,872.146,844.049,866.572,874.559,846.124,838.834,
2021-07-30 13:00:00,920.066,915.849,910.761,916.044,923.07,922.011,925.404,915.547,923.439,934.731,942.444,920.066,937.727,948.047,919.247,915.717,
2021-07-30 14:00:00,944.355,939.95,938.375,939.238,947.084,943.657,946.459,940.415,947.61,953.889,959.988,944.355,956.082,968.29,941.076,941.036,
2021-07-30 15:00:00,897.024,893.231,893.138,892.644,899.403,893.41,895.519,893.062,900.654,900.924,907.004,897.024,902.844,917.217,893.205,894.271,
2021-07-30 16:00:00,800.37,797.576,798.506,797.341,802.332,794.34,795.53,796.57,804.174,798.746,804.915,800.37,800.418,816.062,796.679,798.274,
2021-07-30 17:00:00,617.725,612.893,619.294,617.256,619.812,606.752,607.669,613.264,621.374,609.684,617.076,617.725,611.321,624.307,613.73,616.621,
2021-07-30 18:00:00,476.563,474.271,478.137,476.368,477.647,464.748,465.135,473.153,479.289,464.976,471.133,476.563,466.401,479.657,472.85,476.102,
2021-07-30 19:00:00,291.355,291.815,293.726,291.877,291.38,280.368,279.597,289.592,292.826,277.238,281.788,291.355,278.17,289.938,288.433,291.983,
2021-07-30 20:00:00,119.45,121.596,123.564,120.991,118.818,111.812,109.44,119.538,119.722,105.972,108.946,119.45,106.155,114.066,117.742,121.382,
2021-07-30 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-30 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-30 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-31 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-31 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-31 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-31 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-31 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-31 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-31 07:00:00,28.868,28.859,24.096,31.124,30.74,34.26,34.538,28.116,28.737,36.632,40.039,28.868,38.019,34.701,33.159,26.51,
2021-07-31 08:00:00,180.628,178.65,167.988,182.236,183.301,190.239,190.994,177.299,181.414,196.474,205.322,180.628,200.111,197.139,186.328,174.62,
2021-07-31 09:00:00,360.03,355.621,343.594,358.854,362.201,369.857,371.101,354.826,361.907,379.017,389.99,360.03,383.739,383.589,364.072,352.193,
2021-07-31 10:00:00,544.115,537.434,526.773,540.02,545.714,553.081,554.863,537.98,546.86,564.852,575.705,544.115,569.901,572.348,546.39,535.588,
2021-07-31 11:00:00,718.119,709.586,702.029,711.183,719.208,725.457,727.761,711.772,721.54,739.247,748.559,718.119,744.053,748.885,718.725,709.778,
2021-07-31 12:00:00,839.203,830.098,824.693,829.306,840.147,844.171,847.049,832.603,843.404,858.364,866.7,839.203,862.668,870.463,838.194,831.328,
2021-07-31 13:00:00,914.113,905.311,902.03,901.765,915.131,916.433,919.754,907.604,918.923,929.917,937.113,914.113,933.445,943.913,911.853,907.146,
2021-07-31 14:00:00,937.519,929.667,928.591,920.203,938.752,936.943,940.549,931.351,942.603,948.715,954.785,937.519,951.247,964.136,934.502,931.802,
2021-07-31 15:00:00,890.305,883.704,884.43,849.947,892.029,885.862,890.052,883.823,895.037,894.876,901.218,890.305,896.243,912.767,887.401,885.601,
2021-07-31 16:00:00,794.104,789.121,791.356,733.289,796.224,786.359,790.689,787.649,798.157,792.041,798.678,794.104,792.319,811.402,791.687,790.576,
2021-07-31 17:00:00,612.036,607.442,613.051,542.211,613.557,589.45,602.046,606.646,615.147,603.076,606.84,612.036,602.613,622.347,601.909,610.988,
2021-07-31 18:00:00,470.6,467.47,473.48,414.419,471.461,452.182,455.845,466.626,473.139,457.572,461.577,470.6,458.727,476.755,457.539,470.701,
2021-07-31 19:00:00,285.879,284.856,290.68,249.824,285.965,273.066,269.047,283.912,287.449,270.274,274.086,285.879,272.264,286.508,272.957,287.332,
2021-07-31 20:00:00,115.643,116.745,121.445,101.146,115.113,108.198,102.521,115.702,116.043,101.459,104.312,115.643,102.505,111.171,108.112,118.105,
2021-07-31 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-31 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-31 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-01 07:00:00,27.146,27.213,22.696,29.607,29.111,32.459,33.036,26.428,27.055,35.361,38.202,27.146,36.58,33.195,31.518,24.912,
2021-08-01 08:00:00,174.81,173.218,163.781,177.85,178.18,184.179,186.837,171.571,175.833,193.594,199.654,174.81,196.448,193.028,181.363,169.338,
2021-08-01 09:00:00,351.178,346.26,337.285,351.998,354.044,357.628,364.968,345.763,353.467,374.539,379.948,351.178,378.266,377.285,356.344,344.155,
2021-08-01 10:00:00,533.198,523.811,518.829,530.745,534.735,532.576,547.039,526.188,536.476,558.249,560.426,533.198,562.549,563.836,536.158,525.604,
2021-08-01 11:00:00,705.143,691.815,692.944,698.121,703.911,693.238,715.911,697.141,709.134,729.943,727.656,705.143,734.591,737.104,703.655,698.11,
2021-08-01 12:00:00,819.389,810.075,815.486,802.806,809.128,785.925,814.056,811.183,823.888,844.949,841.033,819.389,849.862,848.245,801.093,815.675,
2021-08-01 13:00:00,886.365,884.22,893.332,859.045,865.148,828.497,860.482,878.603,891.075,912.142,907.594,886.365,917.153,909.286,847.617,887.162,
2021-08-01 14:00:00,899.942,904.852,920.195,864.164,871.009,826.558,856.695,894.894,904.691,922.821,921.357,899.942,928.045,917.015,847.442,908.199,
2021-08-01 15:00:00,829.622,835.286,873.027,795.255,811.017,786.794,789.996,837.562,834.943,837.732,858.076,829.622,844.831,850.647,800.233,860.036,
2021-08-01 16:00:00,714.32,719.527,777.267,684.571,708.331,706.942,682.878,734.713,719.911,707.444,748.403,714.32,716.062,739.011,712.049,764.697,
2021-08-01 17:00:00,542.916,525.147,590.77,505.474,530.786,521.924,529.053,548.336,536.781,502.789,544.298,542.916,488.775,572.006,534.619,589.892,
2021-08-01 18:00:00,422.022,407.371,454.153,399.469,410.454,408.845,402.892,422.337,419.743,380.063,422.596,422.022,382.444,439.97,418.74,452.163,
2021-08-01 19:00:00,260.29,250.943,276.476,252.863,251.041,254.368,239.61,257.159,261.073,222.867,258.451,260.29,236.111,265.658,261.085,273.525,
2021-08-01 20:00:00,106.122,103.243,113.761,106.686,101.14,102.958,91.262,104.131,107.084,82.294,100.393,106.122,91.543,102.703,107.289,110.614,
2021-08-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-02 07:00:00,26.717,26.871,21.958,29.402,28.711,32.385,32.477,25.985,26.591,35.06,38.519,26.717,36.521,33.042,31.527,24.37,
2021-08-02 08:00:00,177.172,176.223,164.331,181.384,180.581,188.343,188.037,173.842,178.033,196.218,205.473,177.172,200.309,196.889,185.808,171.13,
2021-08-02 09:00:00,356.857,354.336,340.104,360.047,360.178,368.601,369.083,351.492,358.871,381.634,392.909,356.857,387.311,386.344,365.207,349.013,
2021-08-02 10:00:00,541.479,537.401,523.918,542.754,544.342,551.59,554.235,534.91,544.393,570.219,580.721,541.479,576.786,577.907,548.028,533.083,
2021-08-02 11:00:00,716.053,710.706,700.134,715.051,718.388,723.269,728.502,708.997,719.623,746.944,754.995,716.053,753.776,756.498,720.013,708.099,
2021-08-02 12:00:00,837.542,832.188,824.492,835.107,840.322,843.123,847.851,830.433,841.676,867.462,874.424,837.542,873.747,877.399,839.824,830.572,
2021-08-02 13:00:00,912.644,908.01,903.634,909.288,916.208,916.856,919.941,906.003,917.099,939.523,945.484,912.644,944.732,948.683,913.617,907.184,
2021-08-02 14:00:00,935.968,932.293,931.466,932.151,940.089,938.659,939.917,930.144,940.453,958.255,963.019,935.968,962.126,966.358,935.685,932.336,
2021-08-02 15:00:00,888.163,884.396,886.454,884.468,891.36,888.741,889.444,882.782,892.392,905.191,908.54,888.163,907.96,914.56,885.979,886.044,
2021-08-02 16:00:00,791.2,787.542,791.944,788.096,793.229,789.791,789.97,786.495,794.91,802.325,804.431,791.2,804.042,812.753,787.497,790.554,
2021-08-02 17:00:00,611.481,608.856,613.202,610.306,610.926,607.562,608.8,607.994,614.45,612.567,615.281,611.481,613.439,625.182,606.648,611.53,
2021-08-02 18:00:00,468.893,467.689,471.68,469.274,468.582,464.751,463.43,466.196,471.469,465.9,468.414,468.893,466.573,477.495,464.951,469.827,
2021-08-02 19:00:00,282.891,283.427,287.048,284.783,282.648,278.638,275.03,281.534,284.613,275.403,277.691,282.891,275.719,284.811,280.197,284.849,
2021-08-02 20:00:00,111.927,113.832,117.248,114.386,111.393,107.8,103.592,112.188,112.428,101.564,103.589,111.927,101.417,107.788,110.414,114.615,
2021-08-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-03 07:00:00,25.017,25.215,20.494,27.701,27.205,30.766,31.294,24.313,24.919,33.624,36.44,25.017,34.83,31.235,29.748,22.699,
2021-08-03 08:00:00,171.388,170.809,159.578,175.995,176.245,183.665,185.703,168.15,172.413,192.556,198.763,171.388,195.363,191.046,180.146,165.242,
2021-08-03 09:00:00,348.496,346.799,333.22,352.673,354.315,362.71,366.138,343.298,350.745,376.289,383.492,348.496,379.958,377.14,357.508,340.483,
2021-08-03 10:00:00,532.006,529.267,515.968,534.908,537.942,545.997,550.613,525.695,535.136,563.253,570.263,532.006,567.504,565.795,539.936,523.533,
2021-08-03 11:00:00,706.584,702.986,692.134,707.703,712.021,718.716,724.206,699.889,710.313,738.557,744.524,706.584,743.095,742.331,712.495,698.849,
2021-08-03 12:00:00,828.546,824.446,818.155,827.662,833.23,837.71,843.454,821.895,832.961,858.744,863.038,828.546,862.909,864.514,831.685,822.663,
2021-08-03 13:00:00,904.676,900.433,899.843,901.861,908.364,910.164,915.663,898.577,909.579,931.035,933.34,904.676,934.478,938.649,904.796,901.376,
2021-08-03 14:00:00,929.222,925.262,930.211,923.52,931.676,930.884,935.296,924.136,934.363,949.919,950.412,929.222,952.589,958.923,925.593,928.818,
2021-08-03 15:00:00,881.574,878.566,885.707,866.329,882.398,880.629,881.386,877.859,886.926,894.813,894.921,881.574,897.443,904.545,869.937,883.655,
2021-08-03 16:00:00,784.778,783.002,791.23,761.254,784.103,781.764,778.764,782.567,789.996,790.258,790.412,784.778,792.83,800.117,766.287,788.948,
2021-08-03 17:00:00,602.306,600.58,610.286,577.029,599.339,598.033,594.821,599.992,607.498,590.484,599.401,602.306,572.31,611.067,580.326,605.656,
2021-08-03 18:00:00,459.883,459.412,469.939,446.173,456.128,455.159,451.93,457.98,464.203,448.255,455.205,459.883,437.161,465.934,444.94,464.256,
2021-08-03 19:00:00,275.229,276.232,286.077,272.679,271.441,270.357,267.003,274.248,278.038,263.774,268.406,275.229,259.607,276.772,267.889,280.095,
2021-08-03 20:00:00,107.108,109.174,116.024,109.404,104.607,102.671,99.154,107.467,108.05,95.842,98.574,107.108,94.968,103.319,104.558,111.262,
2021-08-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-04 07:00:00,24.077,24.269,19.834,26.614,26.03,29.524,29.76,23.435,23.954,31.958,35.184,24.077,33.244,29.792,28.657,21.779,
2021-08-04 08:00:00,170.545,169.941,158.61,174.254,173.908,181.031,181.342,167.698,171.442,187.56,196.289,170.545,190.9,187.378,178.389,164.532,
2021-08-04 09:00:00,348.224,346.261,332.263,350.685,351.523,359.457,360.202,343.751,350.183,369.003,380.675,348.224,373.409,372.9,355.56,340.389,
2021-08-04 10:00:00,531.966,528.491,514.239,532.39,534.814,542.323,544.011,526.673,534.595,554.403,567.33,531.966,559.266,562.186,537.589,523.629,
2021-08-04 11:00:00,706.371,701.478,688.846,704.283,708.596,714.669,717.42,700.845,709.383,728.655,741.569,706.371,733.605,739.904,709.604,698.549,
2021-08-04 12:00:00,827.516,821.983,812.065,822.49,829.494,832.95,835.59,821.487,831.16,847.78,859.983,827.516,853.247,861.661,828.589,820.528,
2021-08-04 13:00:00,902.45,896.807,890.446,894.628,904.326,904.624,906.658,896.141,906.606,919.343,930.16,902.45,925.276,934.921,901.568,896.753,
2021-08-04 14:00:00,925.773,920.579,918.037,915.71,927.42,924.839,925.608,919.751,930.19,937.895,946.465,925.773,943.574,954.144,922.89,921.905,
2021-08-04 15:00:00,877.656,873.912,873.932,866.344,878.226,875.305,872.472,873.353,882.07,882.555,886.585,877.656,885.012,898.0,871.479,876.602,
2021-08-04 16:00:00,780.618,778.62,780.724,769.151,780.112,777.365,771.041,778.309,784.725,778.297,778.058,780.618,777.435,792.131,771.821,782.305,
2021-08-04 17:00:00,601.017,601.523,604.248,571.085,598.835,595.765,591.88,600.228,605.448,574.664,588.944,601.017,556.408,610.08,578.428,604.169,
2021-08-04 18:00:00,459.378,460.682,464.538,428.92,457.144,453.543,449.421,458.578,463.232,437.354,447.106,459.378,425.733,464.688,431.683,463.56,
2021-08-04 19:00:00,274.962,277.101,281.689,250.11,272.934,269.074,264.84,274.595,277.593,257.925,263.04,274.962,253.022,275.134,248.664,279.684,
2021-08-04 20:00:00,106.084,108.636,112.897,94.734,104.593,101.081,97.098,106.682,106.982,92.903,95.349,106.084,91.604,101.335,91.78,110.182,
2021-08-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-05 07:00:00,23.03,23.229,19.007,25.57,24.862,28.263,28.253,22.377,22.928,30.347,33.688,23.03,31.548,28.332,27.482,20.797,
2021-08-05 08:00:00,169.084,168.503,156.188,172.856,171.632,178.292,177.016,166.074,170.153,182.799,192.512,169.084,185.773,183.444,176.213,163.012,
2021-08-05 09:00:00,347.177,344.655,329.385,349.423,348.939,356.228,354.098,342.047,349.404,362.464,375.859,347.177,366.339,367.248,353.614,338.661,
2021-08-05 10:00:00,531.45,526.192,511.218,531.005,532.13,539.04,536.842,524.682,534.345,547.154,562.217,531.45,551.445,555.162,536.486,521.243,
2021-08-05 11:00:00,706.409,698.201,685.829,702.808,706.125,711.642,709.828,698.405,709.671,721.5,736.793,706.409,725.859,731.852,709.688,695.193,
2021-08-05 12:00:00,828.195,818.645,808.823,822.81,828.724,830.519,828.581,818.842,832.456,841.23,856.6,828.195,845.609,853.338,829.775,816.576,
2021-08-05 13:00:00,903.671,893.655,886.917,897.26,905.73,902.926,900.799,893.314,908.919,913.818,928.627,903.671,918.047,926.798,903.74,892.284,
2021-08-05 14:00:00,927.291,917.526,914.219,919.979,930.825,923.761,921.179,916.669,933.13,933.85,947.523,927.291,937.796,947.109,926.032,916.975,
2021-08-05 15:00:00,878.963,870.254,869.777,868.631,882.581,874.126,869.519,869.715,884.33,881.23,893.827,878.963,885.095,895.441,876.391,871.36,
2021-08-05 16:00:00,781.448,774.367,776.329,768.918,784.757,775.896,769.364,774.178,785.934,779.4,790.591,781.448,783.024,793.898,777.975,776.93,
2021-08-05 17:00:00,598.513,595.606,598.604,583.251,598.915,593.751,579.189,594.892,602.005,584.328,602.128,598.513,587.07,600.363,595.309,598.19,
2021-08-05 18:00:00,456.569,455.278,458.801,447.573,455.1,451.961,440.097,453.887,459.663,442.798,455.906,456.569,443.818,456.929,453.114,457.577,
2021-08-05 19:00:00,272.03,272.622,276.502,269.554,269.347,267.647,259.188,270.8,274.164,258.957,266.651,272.03,258.506,269.757,268.91,274.365,
2021-08-05 20:00:00,103.489,105.433,109.202,104.664,101.316,99.333,93.939,103.865,104.17,91.414,94.982,103.489,90.629,97.996,101.482,106.456,
2021-08-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
